topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$throughput
4,10,2,1000000,10,1,1,1000,512,10000,5,0,1277.583333
2,1,4,1000000,10,1,1000,10,1024,100,5,0,1469.5
2,1,4,1000000,1,1,1000,10,512,100,5,29,3787.333333
4,10,2,1000000,10,0,1000,10,512,100,5,0,624.25
2,10,4,10,10,0,1,1000,1024,10000,2,29,2428.583333
4,10,2,10,1,0,1,1000,1024,10000,5,29,469.9166667
2,10,4,1000000,10,1,1,1000,512,10000,2,0,2411.583333
2,10,4,10,1,1,1,10,1024,100,2,29,781
4,1,2,1000000,1,0,1000,10,512,100,2,0,2633.833333
4,10,4,1000000,1,0,1000,1000,512,10000,2,29,2193.416667
2,10,4,1000000,10,1,1000,1000,512,10000,2,29,1662.916667
4,1,4,1000000,10,1,1,10,512,100,2,29,938
2,10,4,1000000,10,1,1000,1000,512,10000,2,0,1656.083333
2,1,2,1000000,1,0,1000,1000,512,10000,5,0,4045.333333
4,10,2,1000000,1,0,1,10,512,100,5,29,522.5833333
4,1,2,1000000,1,0,1,1000,1024,10000,2,29,532.75
4,1,4,1000000,1,0,1,10,512,100,5,0,544.5833333
2,1,4,1000000,1,0,1,1000,1024,10000,2,0,787
2,10,4,1000000,10,0,1,10,512,100,2,29,2459.666667
4,1,2,1000000,10,1,1,10,512,100,2,29,1190.333333
4,1,4,1000000,1,1,1,1000,512,10000,2,29,519.0833333
2,10,4,10,1,0,1000,1000,512,10000,5,29,3620.083333
4,1,4,1000000,10,1,1,1000,1024,10000,2,0,1165.833333
4,1,2,10,1,0,1,1000,512,10000,5,0,480.6666667
4,10,4,1000000,10,0,1,1000,1024,10000,5,0,1185.333333
2,10,2,1000000,1,1,1000,10,512,100,5,0,4595.666667
4,10,4,10,1,0,1000,10,512,100,2,0,2446.666667
4,10,4,1000000,10,1,1,10,1024,100,2,29,1273.416667
4,10,2,10,10,1,1000,10,1024,100,2,0,515.6666667
2,1,4,10,10,1,1000,10,1024,100,5,0,1467.833333
2,10,4,10,10,1,1000,10,512,100,2,0,1181.5
2,1,4,10,1,1,1,1000,1024,10000,5,0,775.9166667
2,1,2,10,1,1,1,10,1024,100,5,29,769.6666667
2,1,4,10,10,1,1,1000,512,10000,2,0,2339.833333
2,10,4,10,1,1,1000,1000,512,10000,2,29,3580.416667
4,1,2,1000000,1,0,1000,1000,1024,10000,5,0,2265.333333
2,10,2,10,10,1,1,10,512,100,2,29,2532.25
2,1,4,1000000,10,1,1000,10,1024,100,2,0,1186.333333
2,1,4,10,10,0,1000,10,1024,100,5,29,1673.5
2,1,2,10,1,1,1000,1000,512,10000,2,29,4464.166667
4,10,4,10,1,1,1000,10,512,100,2,0,1983.25
4,1,4,1000000,10,0,1,10,1024,100,5,0,1171.333333
2,1,2,10,10,0,1,1000,1024,10000,2,0,2533.75
2,10,2,10,1,0,1,10,512,100,5,29,783.5
4,10,2,1000000,10,1,1000,1000,512,10000,2,29,788.25
4,10,2,10,10,1,1000,10,1024,100,5,29,720.75
2,10,2,1000000,10,0,1000,1000,1024,10000,5,29,821.5833333
4,10,4,1000000,10,0,1000,1000,1024,10000,5,0,909
2,1,4,1000000,10,1,1,10,1024,100,2,29,2493.166667
4,10,2,1000000,1,0,1,10,1024,100,5,0,541
4,10,2,10,10,1,1000,1000,512,10000,2,29,733.75
4,1,2,1000000,10,0,1000,1000,512,10000,5,0,713.6666667
2,1,2,10,1,0,1000,1000,1024,10000,5,0,4543.75
4,1,4,1000000,10,1,1000,10,1024,100,2,0,704.4166667
4,10,2,1000000,1,0,1,10,1024,100,2,0,553.1666667
4,1,2,10,10,0,1000,10,1024,100,5,29,721.5
2,1,4,1000000,10,0,1000,10,512,100,2,29,1114.666667
2,1,2,10,1,0,1,1000,512,10000,2,29,782
2,10,4,1000000,1,1,1000,10,1024,100,5,0,3820.75
2,10,4,10,10,0,1000,10,1024,100,2,0,1456.583333
4,10,4,1000000,10,0,1,10,512,100,5,29,1049.75
2,10,4,1000000,10,0,1000,1000,1024,10000,5,29,1634.5
2,1,2,10,1,0,1000,1000,1024,10000,2,0,4034.583333
2,10,2,1000000,10,0,1000,10,512,100,5,29,876.5833333
4,10,2,1000000,10,0,1000,1000,512,10000,5,0,595.5833333
4,10,2,10,1,1,1000,10,1024,100,5,29,2306.25
2,1,2,10,1,1,1000,10,512,100,5,0,4051.5
2,10,4,1000000,10,1,1000,10,512,100,2,29,1880.583333
4,1,2,10,10,0,1000,10,512,100,5,0,752.4166667
4,10,2,1000000,1,1,1,1000,1024,10000,2,0,533.3333333
2,10,4,10,1,0,1,1000,512,10000,5,0,794.8333333
2,1,2,10,10,0,1,10,1024,100,5,0,2467.416667
2,1,4,1000000,10,1,1,10,1024,100,5,0,2329.083333
2,1,2,1000000,1,1,1,1000,1024,10000,2,29,789.5833333
2,1,4,10,1,0,1000,1000,512,10000,5,0,4124.583333
2,10,2,10,1,0,1,10,1024,100,2,0,792.3333333
4,1,4,10,1,1,1,1000,1024,10000,5,0,499.8333333
2,10,4,10,1,1,1000,10,1024,100,5,0,3545.333333
4,10,4,1000000,10,0,1,10,1024,100,5,0,1071.666667
4,10,2,10,10,0,1,10,1024,100,2,0,1184.583333
2,1,2,1000000,1,1,1,10,1024,100,2,29,793.6666667
4,1,2,10,1,1,1000,1000,1024,10000,2,0,2741
2,10,2,10,10,1,1,1000,512,10000,5,29,2600.25
4,1,4,1000000,1,1,1000,10,1024,100,2,29,2507.583333
4,10,4,10,10,1,1000,1000,512,10000,2,0,734.0833333
4,1,4,10,1,1,1,1000,512,10000,2,29,527.4166667
2,1,2,1000000,1,1,1000,1000,512,10000,5,0,4154.916667
4,1,2,10,1,0,1000,1000,1024,10000,5,0,2196.083333
4,10,4,10,1,1,1,10,512,100,5,29,514.6666667
4,1,4,10,1,1,1000,10,512,100,2,29,2181.666667
4,1,2,1000000,10,0,1,1000,512,10000,2,0,1250.416667
2,10,2,1000000,10,1,1,1000,1024,10000,5,0,2503.916667
2,1,2,1000000,10,1,1000,10,1024,100,2,29,906.6666667
2,1,2,10,1,0,1000,10,512,100,5,0,4547.916667
4,10,4,1000000,1,0,1,10,512,100,2,29,497.4166667
4,1,2,1000000,1,0,1,10,1024,100,5,29,520.8333333
4,1,2,1000000,1,1,1000,1000,512,10000,5,29,2534.416667
4,1,4,10,1,0,1,1000,1024,10000,2,29,457.1666667
4,1,4,10,1,1,1000,10,1024,100,2,0,2372
4,1,4,10,10,0,1000,10,1024,100,5,29,815.3333333
4,1,2,1000000,1,1,1,10,512,100,5,0,539.9166667
4,1,2,1000000,10,0,1000,1000,512,10000,2,0,752.25
2,10,2,10,10,1,1000,1000,1024,10000,2,0,929.0833333
4,10,4,1000000,10,1,1000,10,1024,100,5,29,1069
2,1,2,1000000,1,0,1,10,512,100,5,29,742.25
4,1,2,1000000,10,0,1,10,1024,100,5,29,1234.333333
2,1,2,1000000,1,0,1,10,1024,100,5,29,783.0833333
4,1,4,10,1,1,1,1000,1024,10000,2,29,539
4,1,2,10,1,1,1000,1000,512,10000,5,29,2577.833333
4,10,4,10,10,1,1000,1000,1024,10000,5,29,921.9166667
2,1,2,1000000,1,0,1,1000,512,10000,2,29,786
4,10,4,10,1,0,1000,1000,512,10000,2,29,2210.833333
2,10,4,10,10,0,1,1000,512,10000,2,29,2264.666667
2,10,2,1000000,1,0,1000,10,512,100,2,29,4042.333333
4,10,4,10,1,1,1,10,1024,100,2,29,523.6666667
4,10,4,10,1,1,1,1000,1024,10000,2,29,581.9166667
4,1,4,1000000,1,0,1000,10,1024,100,5,0,2296.25
2,10,2,1000000,10,0,1,10,1024,100,2,0,2420.333333
2,10,2,1000000,10,1,1000,1000,1024,10000,5,29,897
2,1,2,10,10,1,1,10,1024,100,5,0,2437.583333
4,1,4,10,1,0,1000,1000,512,10000,2,29,2233.5
2,1,4,1000000,10,0,1000,10,1024,100,2,29,1938.583333
2,10,2,1000000,1,0,1,1000,1024,10000,2,0,791.8333333
4,10,2,10,10,0,1000,1000,512,10000,5,29,831.8333333
4,1,2,10,10,1,1000,1000,512,10000,5,29,754.0833333
4,1,2,10,10,1,1000,10,512,100,5,29,880.3333333
2,1,2,10,1,0,1000,1000,1024,10000,2,29,4638.833333
4,10,2,10,1,0,1,1000,512,10000,5,0,529.0833333
4,1,2,1000000,1,1,1000,10,1024,100,5,29,2684.833333
4,1,4,10,1,1,1000,10,512,100,2,0,2346.333333
2,10,2,1000000,1,1,1000,1000,1024,10000,5,29,4713
4,10,2,1000000,10,0,1000,10,512,100,2,0,747.4166667
2,1,2,1000000,1,0,1000,10,512,100,2,0,4276.25
4,1,2,10,1,0,1000,10,1024,100,2,0,2208.666667
2,10,2,1000000,10,0,1000,10,1024,100,5,0,1026.583333
2,10,4,10,1,0,1,10,512,100,2,0,760.0833333
4,10,2,1000000,10,0,1,10,1024,100,2,29,1197.833333
4,10,2,10,1,1,1000,10,1024,100,2,0,2609.416667
2,10,4,1000000,10,0,1000,1000,512,10000,2,0,1918.583333
2,1,4,10,10,0,1,10,512,100,2,0,2284.166667
2,1,2,10,10,0,1,1000,512,10000,5,29,2545.25
4,10,2,1000000,1,0,1000,1000,512,10000,5,29,2603.666667
2,1,4,1000000,1,0,1000,10,1024,100,5,0,3934.083333
4,1,4,1000000,10,1,1,10,512,100,5,0,1118.833333
4,10,4,1000000,10,1,1,1000,1024,10000,5,29,1037.333333
4,10,4,10,10,0,1,10,1024,100,5,29,1010.75
4,1,2,1000000,1,0,1000,10,1024,100,2,0,2607.333333
4,10,4,10,1,0,1,1000,512,10000,2,0,488.25
4,1,4,1000000,10,0,1000,1000,1024,10000,5,29,1023.583333
4,1,2,10,1,1,1000,1000,512,10000,2,29,2464.416667
2,10,4,1000000,10,1,1,1000,1024,10000,2,0,2281.166667
2,1,2,10,10,1,1000,10,512,100,5,29,745.3333333
4,1,2,1000000,10,0,1,1000,1024,10000,5,29,1188.166667
2,10,4,1000000,1,1,1000,1000,512,10000,5,0,3841.833333
2,1,4,1000000,1,0,1,1000,512,10000,2,29,782.1666667
4,1,4,10,1,1,1000,10,512,100,5,29,2308.833333
2,10,2,1000000,1,0,1,10,512,100,5,0,793.5833333
2,1,4,10,10,1,1000,1000,1024,10000,2,29,1713.166667
2,10,2,1000000,10,1,1000,1000,1024,10000,5,0,800.5
4,10,2,10,1,1,1,10,512,100,5,0,513.3333333
4,10,4,1000000,10,1,1000,1000,512,10000,2,0,772.4166667
4,10,4,10,1,1,1,10,512,100,2,0,514.5
4,10,2,1000000,10,1,1,10,512,100,2,0,1136.833333
4,1,2,1000000,10,1,1000,10,1024,100,5,29,742.75
4,1,4,10,1,0,1,10,1024,100,5,29,528.1666667
4,1,4,10,1,0,1000,10,512,100,2,29,2207.833333
4,1,2,1000000,1,0,1000,10,1024,100,5,0,2445.083333
2,1,4,1000000,10,0,1000,1000,1024,10000,2,0,1193.75
4,10,4,10,10,1,1,10,1024,100,5,0,1108.416667
2,10,2,10,10,0,1,10,1024,100,2,0,2524.833333
4,10,4,10,10,0,1000,1000,512,10000,5,29,1131.416667
4,10,2,10,1,0,1,10,1024,100,2,0,546.25
4,1,4,1000000,10,0,1,1000,512,10000,5,29,1124.583333
4,10,2,10,10,0,1,10,1024,100,2,29,996.1666667
4,1,4,10,10,0,1,1000,1024,10000,2,29,1213
2,10,4,10,1,0,1000,1000,1024,10000,2,29,3420.583333
4,1,2,1000000,1,0,1000,1000,512,10000,2,29,2359.833333
4,1,4,1000000,10,1,1000,1000,512,10000,5,29,807.6666667
4,10,2,10,10,0,1,1000,1024,10000,5,29,1264.75
2,10,2,1000000,10,0,1,1000,512,10000,2,0,2322.916667
2,1,2,10,1,0,1,10,512,100,2,29,795.25
2,10,2,1000000,1,0,1000,1000,1024,10000,2,0,4219.916667
4,10,4,10,1,0,1,1000,1024,10000,2,0,521.8333333
2,10,4,1000000,10,0,1000,10,1024,100,2,0,1616.333333
4,1,4,1000000,1,1,1000,1000,512,10000,2,29,2277.333333
2,1,2,1000000,10,0,1,10,1024,100,2,29,2556.583333
2,10,2,1000000,1,0,1,10,1024,100,5,0,762.5
2,10,2,10,1,0,1000,10,512,100,2,0,4537.916667
2,10,2,1000000,10,1,1000,1000,1024,10000,2,0,1140.75
4,1,2,1000000,1,1,1000,10,512,100,5,0,2586.166667
4,1,4,10,1,1,1,10,1024,100,2,0,504.4166667
2,1,2,10,10,1,1,1000,512,10000,5,0,2528.833333
4,1,4,10,1,0,1,1000,512,10000,5,29,520.6666667
2,10,4,1000000,1,0,1000,10,1024,100,5,0,3814.166667
4,1,2,1000000,10,1,1,10,1024,100,5,0,1139.25
4,1,2,1000000,1,0,1,1000,512,10000,5,0,563.8333333
2,10,2,1000000,10,1,1000,10,512,100,2,0,1074.25
2,1,2,1000000,1,1,1,10,512,100,2,29,767.8333333
2,10,4,10,10,1,1000,10,1024,100,2,29,1967.25
4,10,4,10,10,0,1,1000,512,10000,2,0,1126.583333
2,10,4,1000000,1,0,1,10,1024,100,5,29,791.3333333
2,1,2,10,10,1,1000,10,512,100,2,0,1106.666667
4,1,2,10,1,0,1000,1000,1024,10000,2,0,2634.833333
2,10,4,1000000,1,1,1000,1000,1024,10000,2,29,3459.083333
2,10,4,1000000,10,1,1000,10,512,100,2,0,1763.666667
4,1,4,10,10,1,1000,1000,512,10000,5,29,1016.083333
2,10,2,10,10,1,1000,1000,1024,10000,5,0,1106.916667
2,10,2,10,1,0,1000,10,512,100,5,0,4449
2,1,2,1000000,1,1,1,10,512,100,5,29,778.3333333
2,10,2,1000000,1,1,1,10,512,100,2,29,773.0833333
4,1,4,1000000,10,1,1,10,512,100,5,29,1137.416667
2,10,2,10,1,1,1,10,512,100,5,0,762.5833333
2,1,4,1000000,10,1,1000,1000,1024,10000,2,0,1713.25
2,10,4,1000000,10,1,1,1000,512,10000,2,29,2378.416667
2,1,4,10,10,1,1,10,512,100,5,0,2221.583333
2,10,4,10,10,1,1000,10,512,100,5,29,1768.333333
4,1,2,10,10,1,1000,1000,512,10000,2,29,869.9166667
4,10,2,1000000,10,0,1000,10,512,100,2,29,951.3333333
4,1,2,1000000,1,0,1,1000,1024,10000,5,29,532.0833333
2,1,4,1000000,1,0,1,10,512,100,5,0,776.0833333
2,1,4,10,1,1,1000,10,1024,100,2,29,3459.583333
4,10,2,1000000,1,0,1000,1000,1024,10000,2,29,2401.666667
2,1,4,10,1,1,1000,1000,1024,10000,5,29,3918.166667
4,1,4,10,10,1,1000,10,1024,100,5,29,869.5
4,10,2,1000000,1,0,1000,10,512,100,2,29,2627.583333
4,1,2,1000000,10,1,1,10,1024,100,5,29,1178.75
2,1,2,10,1,1,1,1000,512,10000,2,29,767.4166667
4,10,2,1000000,10,1,1,10,512,100,5,29,1232.5
2,10,2,1000000,1,1,1,10,512,100,5,29,765.75
4,1,4,1000000,1,0,1000,1000,512,10000,5,0,2441
2,1,2,10,1,0,1,10,512,100,5,0,794.1666667
4,1,4,1000000,1,1,1000,1000,1024,10000,5,0,2204.416667
2,1,2,10,1,1,1000,10,512,100,2,29,4311.083333
4,1,4,1000000,10,1,1000,10,1024,100,5,0,823.25
2,1,4,1000000,1,1,1,1000,1024,10000,5,0,767.6666667
2,1,4,10,1,0,1,1000,512,10000,2,0,786.6666667
2,1,2,10,1,0,1000,10,1024,100,5,29,4464.333333
4,1,4,10,10,0,1,10,512,100,5,29,1109.916667
2,1,4,1000000,10,1,1,10,512,100,2,0,2367.333333
2,1,4,10,1,0,1000,1000,512,10000,2,29,3565.583333
2,10,2,10,1,1,1,10,1024,100,5,0,777.5
2,10,4,1000000,1,1,1,1000,1024,10000,5,0,745.5
2,1,2,10,10,1,1,10,512,100,2,0,2555.166667
4,1,2,1000000,10,0,1,10,1024,100,2,0,1307.333333
2,1,4,10,1,1,1,10,1024,100,5,0,746.5
2,1,4,1000000,1,1,1000,10,512,100,2,0,3909.833333
2,1,4,10,10,0,1,1000,1024,10000,5,29,2353.25
4,1,4,10,1,0,1,1000,1024,10000,2,0,518.1666667
2,10,2,10,10,0,1000,1000,1024,10000,2,0,659.1666667
4,10,4,10,1,0,1,10,512,100,2,29,490.25
4,10,2,1000000,10,1,1,1000,1024,10000,2,0,1227.916667
4,10,2,1000000,10,0,1,1000,512,10000,5,29,1119.25
4,1,4,1000000,10,0,1000,10,512,100,2,29,927.5833333
4,10,4,10,1,1,1,1000,512,10000,5,0,470.3333333
2,1,4,10,1,1,1000,1000,1024,10000,2,29,3789.75
2,1,4,1000000,10,1,1,10,1024,100,2,0,2320.083333
4,10,4,1000000,1,0,1,10,1024,100,5,29,506.9166667
4,10,4,1000000,1,1,1,1000,1024,10000,5,29,512.1666667
2,1,2,1000000,10,0,1,10,512,100,5,0,2567
2,10,2,1000000,1,0,1000,10,1024,100,5,0,4494.583333
4,10,2,1000000,10,1,1000,10,512,100,2,0,641.3333333
2,1,2,10,1,0,1,1000,1024,10000,2,0,780
4,1,2,10,10,1,1000,10,1024,100,2,0,746.4166667
2,10,4,10,1,1,1000,1000,1024,10000,5,0,3683.333333
2,10,4,10,1,1,1000,10,512,100,2,29,4016.25
2,10,4,10,10,1,1,10,512,100,2,0,2608.833333
4,1,4,10,10,1,1000,1000,1024,10000,5,29,834.4166667
4,1,2,10,10,0,1000,10,1024,100,5,0,703.0833333
2,1,4,10,10,1,1000,10,1024,100,2,0,1651.25
4,1,2,1000000,10,0,1,10,512,100,5,29,1228
2,10,4,10,1,0,1,10,1024,100,5,0,768.0833333
4,10,4,10,10,1,1000,10,1024,100,5,29,798.5833333
2,10,2,1000000,10,0,1000,10,512,100,2,29,777.4166667
4,1,2,10,1,0,1000,10,512,100,5,29,2642.25
4,10,4,1000000,1,0,1000,10,512,100,5,29,2455.083333
2,10,4,1000000,1,1,1,1000,1024,10000,2,0,780.1666667
2,10,4,10,1,1,1,1000,1024,10000,5,29,785.25
2,10,4,1000000,10,1,1,1000,512,10000,5,29,2316.666667
4,10,4,1000000,10,0,1,10,1024,100,2,0,1129.916667
2,1,2,1000000,1,0,1000,10,512,100,5,0,4322.333333
2,1,2,1000000,10,1,1000,10,512,100,5,29,1022.083333
4,10,2,10,10,1,1,1000,512,10000,5,0,1177.583333
4,10,2,10,1,0,1000,10,1024,100,5,0,2515.5
4,10,4,10,10,1,1000,1000,1024,10000,2,0,916.25
4,10,2,10,1,0,1000,1000,1024,10000,5,29,2367.666667
2,10,2,10,10,1,1,10,512,100,2,0,2550.166667
2,10,2,1000000,10,0,1000,1000,1024,10000,5,0,1521.75
4,1,2,10,10,1,1000,10,512,100,2,0,563.4166667
4,10,2,1000000,1,1,1000,1000,512,10000,5,29,2650.833333
2,1,2,10,10,1,1000,10,1024,100,2,29,509.0833333
2,1,4,10,1,1,1000,10,512,100,5,29,3714.416667
2,1,4,1000000,1,1,1,1000,512,10000,5,29,785.75
4,10,2,1000000,1,0,1,1000,1024,10000,5,29,526.3333333
4,10,2,10,1,0,1000,1000,512,10000,2,29,2294.166667
2,10,4,10,1,0,1,10,512,100,5,0,790.25
2,10,4,10,1,0,1,1000,512,10000,2,0,755.3333333
2,10,4,10,10,1,1,1000,512,10000,5,29,2312.833333
4,10,2,10,1,1,1000,10,512,100,2,0,2589.666667
4,10,2,10,10,0,1000,10,512,100,5,0,881.9166667
4,1,2,10,1,0,1000,10,512,100,5,0,2424.333333
4,10,4,1000000,10,0,1,10,1024,100,2,29,1091.083333
2,1,2,1000000,1,1,1,10,512,100,5,0,790.0833333
4,10,4,10,1,0,1000,10,1024,100,2,29,2488.833333
4,10,4,1000000,1,1,1,10,512,100,5,29,577.75
2,1,2,1000000,1,0,1000,10,512,100,5,29,4318.916667
4,10,2,10,10,0,1000,1000,512,10000,5,0,650.25
2,10,4,10,10,0,1000,1000,1024,10000,5,29,1714.583333
2,1,4,10,10,0,1000,10,512,100,5,0,1902.25
2,10,4,1000000,10,1,1,1000,512,10000,5,0,2340.833333
4,1,4,10,10,1,1000,10,1024,100,2,29,847.5
2,10,2,1000000,10,1,1,1000,1024,10000,2,29,2494.333333
4,10,2,10,1,0,1,10,512,100,2,29,538.5833333
2,10,4,1000000,1,0,1000,1000,512,10000,2,0,3657.833333
2,1,2,10,1,1,1,10,512,100,5,0,772.1666667
4,10,4,1000000,1,1,1,10,512,100,2,29,505.4166667
2,1,4,1000000,1,1,1,10,512,100,5,0,794.75
2,10,4,10,1,0,1000,10,1024,100,5,29,3594.5
4,1,2,1000000,10,1,1,10,512,100,5,0,1146
4,10,2,1000000,1,1,1,10,512,100,5,29,508.25
4,10,4,10,1,0,1,1000,512,10000,5,29,519.3333333
2,10,4,10,1,0,1000,10,1024,100,5,0,3555.75
2,1,2,1000000,10,0,1,1000,1024,10000,5,0,2394.75
4,10,4,10,10,1,1000,1000,1024,10000,5,0,1124.083333
4,10,4,1000000,10,1,1,1000,512,10000,5,29,1084.666667
4,1,4,10,10,1,1000,1000,512,10000,5,0,770.9166667
2,10,2,10,10,1,1000,1000,512,10000,2,29,878.1666667
4,10,2,10,1,1,1,1000,1024,10000,5,0,506
2,1,4,1000000,10,1,1000,10,1024,100,5,29,1716.416667
4,1,2,10,10,0,1000,10,1024,100,2,29,537.1666667
2,1,2,1000000,10,1,1000,1000,1024,10000,5,29,1362.916667
4,1,4,1000000,10,0,1000,1000,512,10000,5,0,781.1666667
2,1,2,1000000,10,0,1,1000,512,10000,2,0,2388.75
2,10,4,10,10,0,1000,1000,1024,10000,5,0,1891.166667
4,10,4,1000000,1,1,1000,10,512,100,2,0,2070.5
2,1,4,10,1,0,1000,10,512,100,2,29,3583.083333
2,1,4,1000000,10,1,1,10,512,100,5,29,2396
2,10,2,1000000,10,1,1000,10,1024,100,2,29,946.3333333
2,1,2,10,1,1,1,10,1024,100,2,0,778.5
2,10,2,10,10,1,1000,10,512,100,5,0,938.0833333
4,10,2,1000000,10,0,1000,1000,1024,10000,5,29,756
4,10,4,1000000,1,1,1000,10,1024,100,2,29,2540.083333
4,10,4,1000000,10,1,1,10,1024,100,5,0,1158.333333
2,1,2,10,10,1,1000,10,512,100,2,29,802.75
4,10,4,10,10,1,1,1000,512,10000,5,29,1157.916667
2,1,2,10,10,1,1000,10,1024,100,5,0,1337.5
2,10,4,10,1,0,1,1000,512,10000,5,29,762.4166667
2,10,2,10,10,0,1,10,512,100,5,0,2451.916667
2,10,2,1000000,1,0,1,10,1024,100,2,0,758.6666667
2,10,4,1000000,10,1,1,1000,1024,10000,5,0,2381.166667
4,10,4,1000000,10,0,1000,10,1024,100,5,29,1166.833333
4,1,4,1000000,1,0,1,1000,1024,10000,5,29,524.0833333
2,1,2,10,10,0,1,1000,1024,10000,5,0,2480.666667
2,1,2,10,1,1,1,1000,512,10000,5,0,771
2,10,4,10,10,1,1000,10,512,100,5,0,1951.916667
4,10,4,1000000,10,1,1000,10,512,100,5,0,806.6666667
2,1,2,1000000,1,1,1,1000,512,10000,5,29,800.1666667
2,1,2,1000000,10,0,1,1000,512,10000,5,29,2602.416667
2,10,4,10,1,0,1000,1000,512,10000,2,0,3510.75
2,10,4,1000000,10,1,1000,10,512,100,5,29,1807
4,1,2,10,10,0,1,10,1024,100,2,29,1208.833333
4,10,4,10,10,0,1,1000,1024,10000,5,29,1130
2,10,4,1000000,10,0,1,1000,512,10000,5,0,2410.25
4,1,4,10,1,1,1000,1000,1024,10000,2,29,2105.666667
4,10,2,1000000,10,0,1000,1000,512,10000,2,0,647.5833333
2,10,4,10,10,1,1,1000,512,10000,2,29,2390.833333
4,1,4,1000000,1,1,1,10,1024,100,2,0,497.9166667
4,1,2,1000000,10,0,1,1000,1024,10000,5,0,1212.833333
2,10,4,10,10,0,1,10,512,100,2,29,2292.333333
4,10,2,1000000,1,0,1000,1000,1024,10000,5,0,2299.416667
4,1,4,1000000,1,1,1,10,1024,100,2,29,499.9166667
4,1,2,10,10,0,1,1000,1024,10000,2,0,1241.5
4,10,4,10,10,0,1,10,1024,100,2,29,1090.916667
4,1,2,1000000,10,0,1,1000,512,10000,2,29,1363.583333
4,10,4,10,1,0,1,1000,512,10000,2,29,475
2,1,4,1000000,10,0,1000,1000,512,10000,2,29,1602.666667
2,10,2,1000000,1,0,1,1000,1024,10000,5,29,784
4,1,4,1000000,1,0,1000,10,512,100,2,29,2273.166667
2,10,2,10,1,1,1,1000,1024,10000,5,29,788.9166667
4,10,4,1000000,1,0,1000,1000,1024,10000,2,0,2510
2,10,4,1000000,1,1,1,10,512,100,2,29,778.3333333
4,10,2,1000000,10,0,1000,10,1024,100,2,29,822.0833333
2,1,2,10,1,0,1000,10,512,100,2,0,4334.083333
2,1,4,1000000,10,1,1,1000,512,10000,5,29,2407.833333
2,1,4,10,1,1,1,1000,512,10000,2,0,780.4166667
4,10,2,10,1,0,1000,10,512,100,5,29,2894.083333
2,10,4,1000000,1,1,1,10,512,100,5,29,756.75
4,1,2,1000000,1,1,1000,10,512,100,2,0,2271.25
4,1,4,1000000,1,0,1,1000,512,10000,5,0,541.3333333
